705074.1469,3,0.38,9.83,-1.804,,,,,5,21.964,-45.821,28.633
705074.1668,3,0.38,9.83,-1.804,4,-0.006,-0.02,-0.037,5,21.944,-46.529,26.457
705074.1867,3,0.476,9.768,-2.02,4,-0.006,-0.02,-0.037,5,21.277,-46.544,26.456
705074.2066,3,0.615,9.734,-2.084,4,-0.006,-0.02,-0.037,5,25.922,-47.865,29.372
705074.2264,3,0.555,9.76,-2.084,4,-0.011,-0.048,-0.003,5,25.972,-45.728,30.818
705074.2463,3,0.412,9.744,-2.003,4,-0.011,-0.037,-0.01,5,27.927,-47.823,32.281
705074.2662,3,0.431,9.763,-2.077,4,-0.01,-0.013,-0.016,5,27.96,-46.399,33.003
705074.286,3,0.471,9.77,-2.142,4,-0.01,-0.005,-0.021,5,23.999,-44.347,29.359
705074.3059,3,0.467,9.76,-2.07,4,-0.013,-0.013,-0.024,5,26.688,-43.568,29.362
705074.3257,3,0.488,9.753,-2.108,4,-0.017,-0.014,-0.029,5,23.982,-45.059,28.635
705074.3456,3,0.562,9.729,-2.139,4,-0.02,-0.019,-0.032,5,24.635,-45.758,30.092
705074.3655,3,0.581,9.729,-2.132,4,-0.023,-0.032,-0.038,5,24.619,-46.471,29.366
705074.3854,3,0.529,9.739,-2.101,4,-0.026,-0.04,-0.046,5,23.332,-44.362,29.359
705074.4052,3,0.325,9.748,-2.067,4,-0.029,-0.035,-0.052,5,24.617,-46.469,28.639
705074.4251,3,1.182,9.598,-2.914,4,-0.031,-0.029,-0.059,5,24.617,-46.469,28.639
705074.445,3,0.017,9.667,-1.297,4,-0.035,-0.01,-0.065,5,25.304,-45.743,30.093
705074.4648,3,-0.201,9.684,-1.424,4,-0.051,0.084,-0.07,5,23.984,-45.062,30.089
705074.4847,3,0.79,9.779,-3.192,4,-0.043,0.041,-0.075,5,24.617,-46.469,28.639
705074.5046,3,0.404,9.588,-2.316,4,-0.031,-0.038,-0.074,5,24.652,-45.044,29.362
705074.5244,3,-0.416,9.839,-0.385,4,-0.046,-0.019,-0.084,5,25.952,-46.437,28.641
705074.5443,3,0.074,9.957,-2.024,4,-0.054,0.007,-0.091,5,24.632,-45.753,27.913
705074.5642,3,0.249,9.559,-3.661,4,-0.029,-0.184,-0.087,5,24.602,-47.182,28.642
705074.584,3,0.239,9.567,-2.201,4,-0.022,-0.259,-0.097,5,25.304,-45.741,29.366
705074.6039,3,0.132,9.808,-0.79,4,-0.05,-0.087,-0.097,5,25.97,-45.726,30.093
705074.6238,3,-0.074,10.016,-1.572,4,-0.059,0.008,-0.091,5,25.986,-45.01,28.638
705074.6436,3,-0.383,9.753,-2.221,4,-0.032,-0.033,-0.101,5,24.635,-45.757,29.364
705074.6635,3,-0.802,9.593,-1.732,4,-0.017,-0.041,-0.108,5,27.336,-44.264,28.639
705074.6833,3,-1.486,9.77,-1.027,4,-0.02,0.035,-0.098,5,26.656,-44.997,30.093
705074.7032,3,-1.517,10.004,-0.907,4,-0.02,0.108,-0.079,5,25.969,-45.723,28.639
705074.7231,3,-1.263,9.935,-1.314,4,-0.008,0.099,-0.057,5,25.349,-43.599,27.91
705074.743,3,-0.61,9.538,-2.175,4,0.006,0.044,-0.03,5,26.036,-42.871,29.359
705074.7628,3,-1.019,9.502,-2.237,4,0.015,0.062,-0.004,5,25.333,-44.312,27.911
705074.7827,3,-1.862,10.244,-0.553,4,0.007,0.141,0.006,5,25.337,-44.318,30.815
705074.8026,3,-0.689,10.012,-1.043,4,-0.006,0.102,0.034,5,24.635,-45.757,29.364
705074.8224,3,-0.632,9.571,-1.979,4,0.01,-0.075,0.078,5,25.334,-44.313,28.636
705074.8423,3,-0.763,9.672,-2.558,4,0.033,-0.181,0.085,5,25.317,-45.023,27.185
705074.8622,3,-0.421,9.732,-2.498,4,0.04,-0.13,0.085,5,23.981,-45.058,27.91
705074.882,3,0.079,9.727,-2.134,4,0.034,-0.014,0.106,5,25.987,-45.013,30.092
705074.9019,3,-0.153,9.727,-1.445,4,0.029,0.035,0.12,5,25.336,-44.315,29.362
705074.9217,3,0.306,9.851,-2.015,4,0.031,0.053,0.112,5,25.987,-45.012,29.364
705074.9416,3,0.79,9.624,-2.797,4,0.054,0.014,0.104,5,25.302,-45.74,28.639
705074.9615,3,1.144,9.531,-3.249,4,0.075,-0.022,0.102,5,25.333,-44.312,27.911
705074.9813,3,0.821,9.607,-3.041,4,0.072,-0.02,0.091,5,24.667,-44.331,30.089
705075.0012,3,0.258,9.839,-2.52,4,0.054,-0.022,0.072,5,24.635,-45.757,29.364
705075.0211,3,-0.385,9.449,-1.883,4,0.042,-0.004,0.056,5,25.336,-44.315,29.362
705075.041,3,0.072,9.655,-2.512,4,0.037,-0.011,0.054,5,23.967,-45.773,29.362
705075.0608,3,0.194,9.823,-2.852,4,0.046,-0.09,0.054,5,25.304,-45.741,29.366
705075.0807,3,0.263,9.478,-2.213,4,0.05,-0.156,0.05,5,25.97,-45.724,29.366
705075.1005,3,0.244,9.691,-2.266,4,0.045,-0.147,0.042,5,25.304,-45.743,30.093
705075.1204,3,-0.012,9.677,-3.151,4,0.055,-0.116,0.041,5,24.652,-45.044,29.362
705075.1403,3,0.156,9.526,-3.513,4,0.066,-0.113,0.036,5,24.652,-45.044,29.362
705075.1601,3,0.053,9.811,-3.005,4,0.053,-0.114,0.032,5,25.368,-42.886,28.633
705075.18,3,0.361,9.717,-2.453,4,0.027,-0.064,0.032,5,23.982,-45.059,28.635
705075.1999,3,0.737,9.689,-1.783,4,0.007,-0.059,0.034,5,24.664,-44.327,27.91
705075.2197,3,0.644,9.456,-2.871,4,0.001,-0.121,0.026,5,23.314,-45.07,27.182
705075.2396,3,0.366,9.526,-3.9,4,0.029,-0.222,0.007,5,24.664,-44.324,27.182
705075.2595,3,0.153,9.61,-2.517,4,0.035,-0.234,0.001,5,25.366,-42.885,27.908
705075.2793,3,-0.294,9.514,-2.276,4,0.026,-0.202,-0.001,5,25.351,-43.6,28.635
705075.2992,3,0.05,9.418,-2.601,4,0.022,-0.234,0.001,5,25.984,-45.006,27.185
705075.3191,3,0.182,9.569,-3.594,4,0.039,-0.322,-0.003,5,26.013,-43.576,25.729
705075.3389,3,0.06,9.308,-2.79,4,0.051,-0.364,-0.008,5,25.316,-45.021,26.46
705075.3588,3,-0.256,9.509,-2.477,4,0.05,-0.389,-0.005,5,25.981,-45.003,25.732
705075.3787,3,-0.682,9.703,-2.467,4,0.049,-0.437,-0.001,5,25.946,-46.428,25.011
705075.3985,3,-0.464,9.313,-2.596,4,0.053,-0.51,-0.002,5,24.628,-45.746,25.008
705075.4184,3,-0.309,9.669,-2.869,4,0.06,-0.569,0.017,5,27.332,-44.257,25.734
705075.4383,3,0.352,9.748,-2.096,4,0.07,-0.614,0.019,5,25.996,-44.289,25.731
705075.4581,3,0.67,8.796,-1.725,4,0.068,-0.645,0.024,5,27.332,-44.257,25.734
705075.478,3,-1.972,10.88,-5.209,4,0.079,-0.647,0.031,5,25.946,-46.428,25.011
705075.4978,3,-1.189,9.846,-2.556,4,0.126,-0.627,0.023,5,26.012,-43.573,24.278
705075.5177,3,-0.146,8.987,-1.644,4,0.09,-0.722,0.05,5,27.296,-45.679,23.558
705075.5376,3,1.137,9.59,-2.144,4,0.051,-0.831,0.087,5,26.663,-44.27,25.008
705075.5574,3,0.354,10.232,-5.3,4,0.067,-0.842,0.09,5,28.014,-43.526,25.009
705075.5773,3,2.414,10.665,-3.659,4,0.09,-0.669,0.078,5,26.648,-44.984,25.009
705075.5972,3,3.917,6.525,-0.665,4,0.061,-0.538,0.068,5,28.633,-45.647,24.287
705075.6171,3,0.371,11.27,-6.834,4,0.026,-0.416,0.051,,,,
705075.6369,3,-0.026,11.385,-3.362,4,0.093,-0.263,-0.02,5,29.33,-44.202,22.833
705075.6568,3,-0.01,8.889,-1.412,4,0.056,-0.371,-0.034,5,28.682,-43.509,25.009
705075.6767,3,-0.677,8.514,-2.713,4,-0.004,-0.419,-0.038,5,29.982,-44.896,22.108
705075.6965,3,-1.665,9.746,-3.762,4,0.021,-0.449,-0.063,5,29.318,-44.919,24.287
705075.7164,3,-1.426,10.019,-3.431,4,0.044,-0.55,-0.058,5,30,-44.188,24.287
705075.7362,3,0.385,9.184,-2.115,4,0.032,-0.67,-0.015,5,29.997,-44.182,22.107
705075.7561,3,0.285,9.32,-0.689,4,0.035,-0.771,0.007,5,29.996,-44.18,21.382
705075.776,3,-2.503,9.435,-3.398,4,0.068,-0.832,-0.01,5,29.997,-44.185,22.835
705075.7958,3,-2.211,9.784,-3.817,4,0.149,-0.88,-0.025,5,31.302,-45.576,22.112
705075.8157,3,-2.713,7.695,-1.295,4,0.199,-0.891,0.004,5,31.38,-42.006,19.923
705075.8356,3,-3.718,9.172,-4.745,4,0.186,-0.881,0.057,5,31.334,-44.15,22.108
705075.8554,3,-3.144,10.225,-3.151,4,0.21,-1.056,0.079,5,30.663,-44.164,20.656
705075.8753,3,-0.739,9.521,-2.508,4,0.181,-1.185,0.169,5,31.348,-43.434,20.656
705075.8952,3,1.251,8.54,-3.223,4,0.164,-1.102,0.271,5,32.03,-42.7,19.203
705075.915,3,2.096,9.873,-4.647,4,0.192,-0.904,0.304,5,32.011,-43.413,18.477
705075.9349,3,2.534,8.246,-4.477,4,0.224,-0.63,0.25,5,29.993,-44.176,19.203
705075.9548,3,1.644,9.377,-3.857,4,0.239,-0.248,0.205,5,29.359,-42.766,19.199
705075.9746,3,-1.223,11.32,-5.133,4,0.275,0.274,0.167,5,29.312,-44.91,20.656
705075.9945,3,-1.534,10.646,-5.858,4,0.294,0.657,0.139,5,28.674,-43.495,19.199
705076.0144,3,-0.436,8.183,-3.974,4,0.226,0.658,0.104,5,27.322,-44.241,19.199
705076.0342,3,-0.045,10.138,-4.166,4,0.095,0.437,0.128,5,26.674,-43.546,19.92
705076.0541,3,-0.333,10.349,-3.328,4,0.007,0.144,0.147,5,26.006,-43.562,19.919
705076.074,3,-0.991,10.648,-2.089,4,-0.04,-0.008,0.161,5,27.373,-42.105,20.645
705076.0938,3,-1.73,8.495,-0.34,4,-0.04,-0.004,0.153,5,26.004,-43.561,19.194
705076.1137,3,-2.902,8.413,-1.933,4,-0.01,-0.066,0.141,5,25.32,-44.29,19.196
705076.1335,3,-2.137,9.327,-4.348,4,0.078,-0.277,0.137,5,26.671,-43.542,18.468
705076.1534,3,-1.613,10.203,-6.52,4,0.144,-0.495,0.185,5,25.354,-42.863,19.193
705076.1733,3,0.043,8.99,-4.757,4,0.122,-0.583,0.232,5,27.339,-43.529,19.197
705076.1932,3,2.704,9.49,-4.051,4,0.038,-0.604,0.28,5,26.64,-44.971,19.199
705076.213,3,5.396,10.28,-4.053,4,-0.018,-0.649,0.301,5,25.989,-44.275,19.92
705076.2329,3,4.967,10.019,-4.678,4,0.004,-0.656,0.265,5,24.684,-42.877,18.463
705076.2528,3,1.536,9.459,-3.077,4,0.049,-0.566,0.167,5,26.701,-42.111,17.012
705076.2726,3,-1.369,10.15,-3.845,4,0.068,-0.449,0.062,5,26.64,-44.971,19.199
705076.2925,3,-0.474,9.069,-2.496,4,0.061,-0.412,0.032,5,27.957,-45.651,19.203
705076.3124,3,0.747,7.09,-1.113,4,0.031,-0.511,0.079,5,27.954,-45.645,17.024
705076.3322,3,-0.033,7.808,-2.127,4,-0.008,-0.656,0.129,5,27.319,-44.238,17.746
705076.3521,3,0.524,9.832,-3.685,4,0.002,-0.705,0.13,5,27.335,-43.521,16.292
705076.372,3,1.038,10.667,-4.266,4,-0.005,-0.669,0.136,5,27.353,-42.809,17.017
705076.3912,3,2.357,10.672,-3.017,4,-0.046,-0.603,0.152,5,25.934,-46.407,16.295
705076.4117,3,1.9,9.334,-2.235,4,-0.084,-0.448,0.153,5,28.001,-43.504,16.293
705076.4316,3,0.634,7.138,-1.792,4,-0.088,-0.212,0.133,5,27.35,-42.805,15.564
705076.4514,3,-1.72,8.351,-4.018,4,-0.051,-0.066,0.093,5,27.969,-44.931,16.296
705076.4713,3,-1.723,11.273,-6.229,4,-0.006,0.009,0.05,5,27.971,-44.933,17.023
705076.4912,3,0.072,12.012,-4.872,4,0.005,0.069,0.05,5,26.653,-44.25,17.018
705076.511,3,2.395,8.25,-1.826,4,-0.057,0.015,0.09,5,25.981,-44.264,15.564
705076.5309,3,2.352,6.621,-3.35,4,-0.114,-0.035,0.095,5,26.686,-42.824,17.015
705076.5508,3,-0.156,7.573,-1.019,4,-0.074,-0.002,0.05,5,27.286,-45.66,16.296
705076.5706,3,-3.96,8.052,-1.924,4,0.007,0.018,-0.014,5,27.286,-45.66,16.296
705076.5905,3,-3.714,13.405,-7.281,4,0.037,-0.066,-0.016,5,27.286,-45.66,16.296
705076.6104,3,-0.203,9.504,-4.135,4,0.121,-0.235,-0.013,5,28.036,-42.084,18.466
705076.6302,3,3.797,7.719,-2.017,4,0.015,-0.198,0.113,5,26.636,-44.963,16.293
